Caption,Date,FileURL,Filename,InstaURL,Title,Latitude,Longitude,Address,Notes
"Clapboard Hill District School, Guilford. Built in 1835. #guilford #guilfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",5/31/16 11:35,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/13256984_747909778685291_1959064154_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=f44e95c7a30e34865e60ea207952daac&oe=5E66D4D0,13256984_747909778685291_1959064154_n.jpg,instagram.com/p/BGEfTgFIeTt,"Clapboard Hill District School, Guilford",41.2934143,-72.6614126,"160 Clapboard Hill Road, Guilford CT",
Sign outside the Little Red Schoolhouse in New Canaan. (See previous post.) #newcanaan #newcanaanct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse,5/23/16 14:00,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/13108945_1617706505214575_1149785962_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=73352ef610f652d54718f5a74cfba274&oe=5E85348B,13108945_1617706505214575_1149785962_n.jpg,instagram.com/p/BFwJkGGoeac,,,,,SKIP
"Little Red Schoolhouse (aka District School No. 3), New Canaan. Built in 1868. #newcanaan #newcanaanct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",5/23/16 13:58,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/13256680_136089120135625_1886506066_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=6e002e34bc1456692e8e140a5e2b6816&oe=5E735C27,13256680_136089120135625_1886506066_n.jpg,instagram.com/p/BFwJZGSIeZ7,"Little Red Schoolhouse (aka District School No. 3, New Canaan)",41.1507856,-73.4734105,"211 Carter Street, New Canaan CT",
"Rock School, New Canaan. Built in 1799. This is the earliest of New Canaan's 11 one-room schoolhouses. Originally located at a ""rocky site at the intersection of Laurel Road and Canoe Hill Road,"" it was moved in the 1970s to the grounds of the New Canaan Historical Society. Their website says the yellow exterior paint ""actually replicates a color which surfaced during exterior restoration."" #newcanaan #newcanaanct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse  #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram #ig_newengland #ignewengland #igersnewengland #ctlove",5/16/16 11:34,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/13099063_165910897143829_1111159835_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=eb1c7c1fc3af7ba36d20fa81dc77a4f2&oe=5E72B899,13099063_165910897143829_1111159835_n.jpg,instagram.com/p/BFd3W8pIeT-,"Rock School, New Canaan",41.1499756,-73.496415,"13 Oenoke Ridge Road, New Canaan CT",
"Pine Orchard Schoolhouse, Killingworth. Built in 1853. Seven of Killingworth's eight original district schoolhouses still stand. In 2010, the Pine Orchard district school was moved to the grounds of the historic, town-owned Parmelee Farm. It is now awaiting restoration. #killingworth #killingworthct #parmeleefarm #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",5/9/16 16:30,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/13151112_488468474656932_81802393_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=0294385ca7c2762153a307c86f7ca02b&oe=5E75B0F1,13151112_488468474656932_81802393_n.jpg,instagram.com/p/BFMXnUhIeTJ,"Pine Orchard Schoolhouse, Killingworth",41.3836284,-72.5581519,"465 Route 81, Killingworth CT",
"Guilford Academy, aka Church Society School. Built in 1795. It was moved to its present location on Church Street from the nearby town green in 1827, when it became a secondary school called Guilford Academy. According to guilfordpreservation.org, ""For sixty years the children of the First Congregational Society and the Fourth Congregational Society attended separate schools built side by side...In 1793 the societies decided to unite and in 1794 they 'voted that this Society will build a schoolhouse two stories high.'"" #guilford #guilfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse  #schoolhouse",5/2/16 17:55,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/13099009_1137906819594983_1257074417_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=ce9c28a40dd2f8502b622437ae51e411&oe=5E6F0F64,13099009_1137906819594983_1257074417_n.jpg,instagram.com/p/BE6fxpdIeYI,"Guilford Academy, aka Church Society School",41.2849966,-72.6824901,"19 Church Street, Guilford CT",
"Mechanicsville School, Thompson. Built c. 1924. #thompson #thompsonct #mechanicsvillect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",4/25/16 15:54,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12965261_491904904342971_650737841_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=103&oh=10b4e1d0be1d67b470fbaf89af8343cc&oe=5E76E489,12965261_491904904342971_650737841_n.jpg,instagram.com/p/BEoQWMioeeY,"Mechanicsville School, Thompson",41.947286,-71.888083,"227 Riverside Drive, Thompson CT",by photographer
"Black Rock School, Killingworth. Built c. 1860. #killingworth #killingworthct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",4/18/16 12:43,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12960186_226908274338954_1845378263_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=528b5ffb4249c94c88fc792b3ef453df&oe=5E7CFE5A,12960186_226908274338954_1845378263_n.jpg,instagram.com/p/BEV478nIeZE,"Black Rock School, Killingworth",41.367478,-72.565676,"318 Higganum Rd, Killingworth CT",also known as Route 81 and Recycle Way
"Old Center School, Burlington. Built sometime in the 1800s. This school served District One, one of nine districts in Burlington. Before the town took over the administration of schools in 1909, each district had a school committee responsible for decisions about school rules and  policies as well as taxes, which ranged from $0.04 to $1.75 per person per year. #thegoodolddays #burlington #burlingtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",4/11/16 13:27,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12976255_1159195524124881_1594705598_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=614ffb5637543d1578d5f4178b33a374&oe=5E7353C0,12976255_1159195524124881_1594705598_n.jpg,instagram.com/p/BED8aHQIeSN,"Old Center School, Burlington",41.7694531,-72.9640666,"252 Spielman Highway, Burlington CT",
"The Academy, Clinton. Built in 1801. #clinton #clintonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",4/5/16 16:58,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12930886_1582455505406257_1771170584_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=078853085503c92219057a39e5c018bf&oe=5E76EA13,12930886_1582455505406257_1771170584_n.jpg,instagram.com/p/BD03xTyIeQB,"The Academy, Clinton",41.2778243,-72.5224732,"61 E. Main Street, Clinton CT",
"Congregational Chapel, Andover (used as a schoolhouse from 1888 to 1903.) Built in 1860...maybe. 
Historic Buildings of Connecticut says of the building, ""According to the nomination for the Andover Center Historic District, it was built c. 1860, but the Town of Andover’s website calls it the Conference House and explains that it was built not long after the neighboring church, which was erected in 1833."" The chapel/schoolhouse has also served as a courthouse, library, site for public meetings and elections, and meeting place for the local Grange and other organizations. #andover #andoverct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",3/31/16 13:39,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12797632_1734485170097407_770872937_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=3fe683441bc914e58453eadf0c34b6ac&oe=5E89C879,12797632_1734485170097407_770872937_n.jpg,instagram.com/p/BDnpBAkoeQi,"Congregational Chapel, Andover",41.7393789,-72.3740056,"359 US 6, Andover CT",
"I'm sure everyone knows by now that Instagram is changing. Please click on the ""..."" above this post to turn on notifications and continue to see every post from Old School CT. Thank you! (P.S. It was really difficult to write this in cursive, how did I ever get past elementary school?😉)",3/28/16 15:09,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12501552_1687301374852960_1460641279_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=ae8e30c58b259f775cbaca3df024032b&oe=5E871CA6,12501552_1687301374852960_1460641279_n.jpg,instagram.com/p/BDgE7zaoeV_,,,,,SKIP
"Branford Academy, Branford. Built in 1820. #branford #branfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse #coastalconnecticut",3/21/16 22:59,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/925083_980528305360174_1487773704_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=bfaadca34ddcd42430aa62173f83f3b2&oe=5E7207E3,925083_980528305360174_1487773704_n.jpg,instagram.com/p/BDO5O1TIedm,"Branford Academy, Branford",41.2810106,-72.8093292,"200 Montowese Street, Branford CT",
Detail of the sign on Mystic's Portersville Academy (see previous post.) #mystic #mysticct #groton #grotonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse,3/16/16 18:23,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11313619_1745542799012952_1912652639_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=5723bc134f422d573cb8e230bb94267d&oe=5E69D53C,11313619_1745542799012952_1912652639_n.jpg,instagram.com/p/BDBhpEqoeSw,Detail of the sign on Mystic's Portersville Academy (see previous post,,,,SKIP
"Portersville Academy, Mystic. Built in 1839. #mystic #mysticct #groton #grotonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",3/16/16 18:22,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12797977_917758028344177_671528249_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=6ae374db0617f5565fb11c0220b99ee4&oe=5E687806,12797977_917758028344177_671528249_n.jpg,instagram.com/p/BDBhgoloeSf,"Portersville Academy, Mystic",41.3532374,-71.9726782,"76 High Street, Mystic CT",
"Little Red School House, North Branford. Built in 1805. For a time, after its days as a school had ended, it was Northford's library. It is now maintained by the Totoket Historical Society of Northford and North Branford. #northbranford #northbranfordct #northford #northfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",3/14/16 16:02,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/10401557_1699447676996624_557781984_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=108&oh=4dddeb50ee1836f53b131704aa6960c3&oe=5E8BFA14,10401557_1699447676996624_557781984_n.jpg,instagram.com/p/BC8H64QoeRp,"Little Red School House, North Branford",41.3944728,-72.7910479,"13 Old Post Road, Northford CT",
"Watertown Academy, Watertown. Built in 1846. It is now used by the private Taft School. #watertown #watertownct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",3/7/16 13:33,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12816872_978309772259327_662843827_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=4d3560b25243d1782cdc6f61da8adac2&oe=5E8A2C34,12816872_978309772259327_662843827_n.jpg,instagram.com/p/BCp1UXQoedm,"Watertown Academy, Watertown",41.602744,-73.11974,"The Green and Academy Hill Road, Watertown CT",also known as Woodbury Road
"Little Red Schoolhouse, New Fairfield. Built in...I don't know, because surprisingly I can't find an exact date, but probably in the early 1800s. (Please leave a comment if you know!) This was originally called the West Centre School, and it was one of seven schoolhouses in town. #newfairfield #newfairfieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/29/16 19:29,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12797827_181755278868619_828742882_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=7eb6f86e255d7f5228d2c5b4a5b0bc51&oe=5E817CA8,12797827_181755278868619_828742882_n.jpg,instagram.com/p/BCYcaROoebj,"Little Red Schoolhouse, New Fairfield",41.4652253,-73.4852716,"1 Brush Hill Rd. New Fairfield, CT",
"Old Stone School, Wolcott. Built in 1825 or possibly 1821. According to the Wolcott Historical Society, that makes it the oldest stone schoolhouse in CT. It was enlarged in 1898 and I have to say it's the oddest-looking schoolhouse I have encountered so far. It now houses a museum, run by the Historical Society, that's ""occasionally open to the public."" #wolcott #wolcottct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/24/16 20:38,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12725184_1692365254377850_282575705_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=154fe8a2a64b15cb6b05c97eafa43f50&oe=5E68377C,12725184_1692365254377850_282575705_n.jpg,instagram.com/p/BCLsXcaoeX3,"Old Stone School, Wolcott",41.5802776,-72.9858632,"155 Nichols Road, Wolcott CT",
"Nova Scotia School House, Watertown. Built in 1853. #watertown #watertownct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/22/16 13:05,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12407628_963434067043926_136950060_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=9cf75d33d57bc54311ee5348817a3bde&oe=5E7F1E99,12407628_963434067043926_136950060_n.jpg,instagram.com/p/BCFu77BoeSt,"Nova Scotia School House, Watertown",41.604181,-73.1201022,"DeForest Road, Watertown CT",
"Gilead School, Waterford. Built in 1861. It's zoned for a sandwich shop, apparently. #waterford #waterfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/15/16 13:25,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12716881_957592267611520_1844109783_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=050b44a5777e72a4ddea437439864799&oe=5E6FF99C,12716881_957592267611520_1844109783_n.jpg,instagram.com/p/BBzvsqzoecG,"Gilead School, Waterford",,,,NOT FOUND
"District No. 1 Schoolhouse, Bethlehem. Built in 1865. It has also been the town library and the site of special events hosted by the Episcopal Church. It was restored by the Old Bethlem (not a typo) Historical Society for use as a museum. #bethlehem #bethlehemct #oldbethlem #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/8/16 13:14,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12543370_555106361321518_1396662965_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=f41775ecee68fb936024fa84e71fa92b&oe=5E86B7BA,12543370_555106361321518_1396662965_n.jpg,instagram.com/p/BBhs5q3oeWA,"District No. 1, Bethlehem",41.639756,-73.2078679,"4 Main Street, Bethlehem CT",
"Hill's Academy (sometimes also written Hill Academy or Hills Academy), Essex. Built in 1832. The school building is now home to the Essex Historical Society. Their website discusses something that's not often included in records of early Connecticut education: its cost. ""From its opening in 1832 until 1848, the school was run by trustees and they kept the fees modest: English, $3.25 per semester; for Chemistry, Philosophy and Astronomy, $3.75; for French, $4.25; for Latin, Greek and higher branches of Mathematics, $4.75. There were additional fees for classes in music, painting, and other foreign languages. By 1848, prices had only risen by 25 cents per course. In that same year, when the trustees decided to lease the school to Lucius Lyon, a condition of the lease was that the rates must remain the same throughout the ten-year lease period."" There's more at essexhistory.org. #essex #essexct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",2/1/16 13:51,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12627996_1560160914307802_179187294_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=102&oh=1b4e6e2f2d9adfff70b8990a065afc9e&oe=5E8509EA,12627996_1560160914307802_179187294_n.jpg,instagram.com/p/BBPvhmpIeZ_,"Hill's Academy, Essex",41.3533657,-72.3933756,"22 Prospect Street, Essex CT",
"Old Farm School, Bloomfield. Built in 1796. #bloomfield #bloomfieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",1/25/16 13:42,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12523599_983734401687424_1517928372_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=6d5312430da846c52d49e5966d711e38&oe=5E792DC7,12523599_983734401687424_1517928372_n.jpg,instagram.com/p/BA9s7PUIefU,"Old Farm School, Bloomfield",41.823535,-72.708349,"School Street and Park Avenue, Bloomfield CT",
"South District School House, Farmington. Built in 1829. This building was once owned by Theodate Pope, who built the home that is now Farmington's Hill-Stead Museum. She converted the school to a house and it was inhabited by a couple with 11 (!) children. To read more about them, go to historicbuildingsct.com/?p=20889.  In more recent times, this former schoolhouse was used as a law office. (How come all the lawyers I ever have to deal with work in boring office buildings?) #farmington #farmingtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse ",1/22/16 14:26,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/915700_1775726702646701_808566562_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=93473ff3a9c91bb9672784d02da130df&oe=5E7FF410,915700_1775726702646701_808566562_n.jpg,instagram.com/p/BA2DiTloeVZ,"South District School House, Farmington",41.7120555,-72.8407667,"220 Main Street, Farmington CT",
"Dr. Daniel Lathrop School, Norwich. Built in 1783. #norwich #norwichct #norwichtown #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse  ",1/18/16 23:42,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12555892_530729960441049_1642886063_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=a65a0a93b09d54a6197368522ee23bfc&oe=5E74E8E8,12555892_530729960441049_1642886063_n.jpg,instagram.com/p/BAsv_59oed7,"Dr. Daniel Lathrop School, Norwich",41.5500134,-72.0945654,"69 East Town Street, Norwich CT",
The refurbished interior of the former District 5 Schoolhouse in Ledyard. (See previous post.) #ledyard #ledyardct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse,1/11/16 15:36,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12558869_1494712424169790_563434478_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=d880c4114b2a0fcd14fbc6c4fe90e739&oe=5E6CE75D,12558869_1494712424169790_563434478_n.jpg,instagram.com/p/BAZ23t_oeec,,,,,
"District 5 Schoolhouse, Ledyard. Built c. 1850. Of Ledyard's fourteen original schoolhouses, ten are still standing in some form, mostly as private houses. Three were preserved as schoolhouses. One of these, I posted back in July. Another is the first schoolhouse I posted and the profile pic for this account. This one was restored in 2002 by local teacher Carol Ambrosh and her third grade students from Ledyard Center School. It could have gone differently; in the 1980s, town officials considered using the schoolhouse to house chickens for the Ledyard Fair. #ledyard #ledyardct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",1/11/16 15:34,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12519154_1703091693239208_1117042773_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=deaad8b6368ba922e6b58e248c566e49&oe=5E7F6EAD,12519154_1703091693239208_1117042773_n.jpg,instagram.com/p/BAZ2oD1Ied3,"District 5 Schoolhouse, Ledyard",41.440798,72.015849,"724 Colonel Ledyard Hwy, Ledyard, CT",by photographer
"Land's End School, Newtown. Built c. 1850. #newtown #newtownct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",1/4/16 13:35,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/1389511_535444056622929_444502886_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=4c7bd97193550a789f201a8153ddfe8a&oe=5E7050DE,1389511_535444056622929_444502886_n.jpg,instagram.com/p/BAHnYK4IeYz,"Land's End School, Newtown",,,"Ledyard, CT",NOT FOUND
"These are the 9 CT Schoolhouses with the most likes in 2015. Located in, L-R: Johnsonville, East Haddam; Kent; Falls Village; Berlin; Avon; Hebron; Cannondale, Wilton; Southbury; Madison. Thanks for following🙂 #2015bestnine #Connecticut #oldschool #oldschoolhouse #oneroomschool #schoolhouse  #oneroomschoolhouse",12/29/15 22:48,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12346090_1743999565821693_846805535_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=3181ad6d316ecdf300273404dd214f99&oe=5E78B38B,12346090_1743999565821693_846805535_n.jpg,instagram.com/p/_5J57cIeTz,,,,,
"Old West School, West Hartford. Built in 1878. It's now used by the West Hartford Art League. #westhartford #westhartfordct #weha #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",12/28/15 18:18,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12393966_1681594685389727_1145930637_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=85663e64dd7c30e420d9807e0af8dee5&oe=5E865E58,12393966_1681594685389727_1145930637_n.jpg,instagram.com/p/_2GMsMIedD,"Old West School, West Hartford",41.750544,-72.764125,"87 Mountain Road, West Hartford CT",
A little bonus seasonal close-up of the North Canton Schoolhouse (see previous post.) #canton #cantonct #northcanton #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse,12/22/15 20:01,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12362270_412369595627713_31968230_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=7409b425f4b0237a5e5f60d60a92d9bd&oe=5E706683,12362270_412369595627713_31968230_n.jpg,instagram.com/p/_m1RHnIeWL,,,,,
"North Canton Schoolhouse, Canton. Built in 1872. #canton #cantonct #northcanton #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",12/22/15 19:57,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12346250_1512153269078473_872730645_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=6aaeb6d75b3584a37ed0f66dc7cdd7e6&oe=5E69140C,12346250_1512153269078473_872730645_n.jpg,instagram.com/p/_m00A4oeVL,"North Canton Schoolhouse, Canton",41.899266,-72.8929437,"592 Cherry Brook Road, Canton CT",
"Rock School, Colebrook. Built in 1799. It was named for the large boulder nearby. This is thought to be the only colonial-era CT schoolhouse that was never modernized with electricity, plumbing, or other such upgrades. It is now a museum run by the Colebrook Historical Society. (By the way, if you think this photo looks like the perfect snowy December scene we're missing out on this year, you should know it was taken in March!) #colebrook #colebrookct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool",12/14/15 17:15,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12362103_1698445780376788_402906587_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=6c134047d6fc80bd824ea789f694c5f8&oe=5E687C33,12362103_1698445780376788_402906587_n.jpg,instagram.com/p/_R79mVIeVT,"Rock School, Colebrook",42.0069557,-73.107315,"CT-183 & Sandy Brook Rd, Colebrook CT",
"East Village Schoolhouse (a.k.a. Barn Hill Schoolhouse), Monroe. Built in 1790. #monroe #monroect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",12/9/15 21:20,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12357811_420007124862572_1124991762_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=108&oh=e92d7d902a73a522252e6787a68ff2ac&oe=5E706302,12357811_420007124862572_1124991762_n.jpg,instagram.com/p/_Ff-1ooeeo,"East Village Schoolhouse, Monroe",41.3312164,-73.2036165,"311 Wheeler Road, Monroe CT",
"Center School, Wolcott. Built in 1929 or 1930. #wolcott #wolcottct  #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",12/3/15 21:05,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12269764_1683055911962560_813791867_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=71577c275acd81defd9ace786899a489&oe=5E79EF17,12269764_1683055911962560_813791867_n.jpg,instagram.com/p/-2Bd9nIeU5,"Center School, Wolcott",,,,NOT FOUND
The Brick School in Warren (see previous post) has a little mini-me of an outbuilding right next door.  #warren #warrenct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse,11/24/15 23:26,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12269728_1657336601215860_1441053336_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=f7ed54ca20fcba3b9677b8deeeaaf471&oe=5E65D583,12269728_1657336601215860_1441053336_n.jpg,instagram.com/p/-fGcdMIefl,,,,,
"Brick School, Warren. Built in 1784. It's located on Brick School Road. The Warren Historical Society, which has owned the building since the 1960s, says it is the longest continually operated one-room schoolhouse in Connecticut. The last class to attend this school graduated in 1924. #warren #warrenct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram #ig_newengland #ignewengland #igersnewengland #ctlove #ctvisit",11/24/15 23:22,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/12071082_1668786656740454_1288172355_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=102&oh=512ef3eac98d9a546e79ca11e9d6ae71&oe=5E876DB0,12071082_1668786656740454_1288172355_n.jpg,instagram.com/p/-fGCz8oee6,"Brick School, Warren",41.7588609,-73.3737682,"Brick School Road, Warren CT",
